     Orden	Frec.absoluta 	 Frec.normalizada 
 53775.	cabecitas	       98	     0.64
 53776.	cafetales	       98	     0.64
 53777.	calentó	       98	     0.64
 53778.	camerinos 	       98	     0.64
 53779.	camorra 	       98	     0.64
 53780.	canalizaciones	       98	     0.64
 53781.	candelario	       98	     0.64
 53782.	capacita	       98	     0.64
 53783.	caprino	       98	     0.64
 53784.	caracola	       98	     0.64
 53785.	cardiólogos	       98	     0.64
 53786.	careos 	       98	     0.64
 53787.	carismáticos	       98	     0.64
 53788.	casará 	       98	     0.64
 53789.	castelo	       98	     0.64
 53790.	cathy	       98	     0.64
 53791.	cazabombarderos  	       98	     0.64
 53792.	century	       98	     0.64
 53793.	cercar	       98	     0.64
 53794.	cerraran	       98	     0.64
 53795.	chambers  	       98	     0.64
 53796.	chernomyrdin 	       98	     0.64
 53797.	chillones	       98	     0.64
 53798.	coa 	       98	     0.64
 53799.	cochabambinos  	       98	     0.64
 53800.	coenzima 	       98	     0.64
 53801.	compensatorio 	       98	     0.64
 53802.	comunicadas  	       98	     0.64
 53803.	concedo 	       98	     0.64
 53804.	confesionales	       98	     0.64
 53805.	confirmara	       98	     0.64
 53806.	confiscaciones	       98	     0.64
 53807.	conocerás 	       98	     0.64
 53808.	consista	       98	     0.64
 53809.	constant	       98	     0.64
 53810.	consuetudinario	       98	     0.64
 53811.	contagiarse	       98	     0.64
 53812.	contestara	       98	     0.64
 53813.	contraataques 	       98	     0.64
 53814.	contrito	       98	     0.64
 53815.	convoquen 	       98	     0.64
 53816.	cotizantes	       98	     0.64
 53817.	crearle	       98	     0.64
 53818.	crisantemos 	       98	     0.64
 53819.	cubrimiento	       98	     0.64
 53820.	cuchillada	       98	     0.64
 53821.	custardoy 	       98	     0.64
 53822.	daughter	       98	     0.64
 53823.	dedicaremos 	       98	     0.64
 53824.	dello	       98	     0.64
 53825.	democratacristiano	       98	     0.64
 53826.	desayunado  	       98	     0.64
 53827.	descalabros 	       98	     0.64
 53828.	descompuestos  	       98	     0.64
 53829.	desertificación	       98	     0.64
 53830.	desgarbado 	       98	     0.64
 53831.	desvaída	       98	     0.64
 53832.	detectables	       98	     0.64
 53833.	devolvían	       98	     0.64
 53834.	devotas	       98	     0.64
 53835.	dícese	       98	     0.64
 53836.	diéguez 	       98	     0.64
 53837.	dioni	       98	     0.64
 53838.	disminuidas 	       98	     0.64
 53839.	disminuiría	       98	     0.64
 53840.	distintivas	       98	     0.64
 53841.	doloridos	       98	     0.64
 53842.	dolphins	       98	     0.64
 53843.	ducal	       98	     0.64
 53844.	dudaría	       98	     0.64
 53845.	duplicados	       98	     0.64
 53846.	echarla	       98	     0.64
 53847.	edi	       98	     0.64
 53848.	embistió	       98	     0.64
 53849.	emergían 	       98	     0.64
 53850.	émile	       98	     0.64
 53851.	eminencias 	       98	     0.64
 53852.	emirato	       98	     0.64
 53853.	empezábamos   	       98	     0.64
 53854.	enardecidos 	       98	     0.64
 53855.	eneas 	       98	     0.64
 53856.	enmarañado  	       98	     0.64
 53857.	entendimientos 	       98	     0.64
 53858.	equilibrista	       98	     0.64
 53859.	eructos	       98	     0.64
 53860.	escogía 	       98	     0.64
 53861.	escondí 	       98	     0.64
 53862.	espaciados 	       98	     0.64
 53863.	esparcido	       98	     0.64
 53864.	estropicio	       98	     0.64
 53865.	etileno	       98	     0.64
 53866.	exclamando  	       98	     0.64
 53867.	exe 	       98	     0.64
 53868.	expongan 	       98	     0.64
 53869.	figurativos	       98	     0.64
 53870.	fijarnos	       98	     0.64
 53871.	floridos	       98	     0.64
 53872.	fluyendo	       98	     0.64
 53873.	fly	       98	     0.64
 53874.	friné	       98	     0.64
 53875.	fundando 	       98	     0.64
 53876.	gillette	       98	     0.64
 53877.	giuliano	       98	     0.64
 53878.	golpeadas 	       98	     0.64
 53879.	goteborg	       98	     0.64
 53880.	gozosos 	       98	     0.64
 53881.	hauser 	       98	     0.64
 53882.	heroinómanos  	       98	     0.64
 53883.	hombreras 	       98	     0.64
 53884.	hospedador 	       98	     0.64
 53885.	hueles	       98	     0.64
 53886.	ícaro	       98	     0.64
 53887.	icsi	       98	     0.64
 53888.	igg	       98	     0.64
 53889.	impartidos	       98	     0.64
 53890.	incomparables 	       98	     0.64
 53891.	indicadoras	       98	     0.64
 53892.	inexactitudes	       98	     0.64
 53893.	infaltable	       98	     0.64
 53894.	infructuosas	       98	     0.64
 53895.	inmoviliza	       98	     0.64
 53896.	intelección	       98	     0.64
 53897.	intelsat	       98	     0.64
 53898.	interceder	       98	     0.64
 53899.	interrogaciones	       98	     0.64
 53900.	izquierdismo	       98	     0.64
 53901.	jodió	       98	     0.64
 53902.	juguemos 	       98	     0.64
 53903.	ka	       98	     0.64
 53904.	katia	       98	     0.64
 53905.	labrados	       98	     0.64
 53906.	lastimero	       98	     0.64
 53907.	laude	       98	     0.64
 53908.	límbico	       98	     0.64
 53909.	limpiarlo	       98	     0.64
 53910.	lissavetzky	       98	     0.64
 53911.	llevándole	       98	     0.64
 53912.	llovet	       98	     0.64
 53913.	lograse	       98	     0.64
 53914.	longaniza	       98	     0.64
 53915.	lubina	       98	     0.64
 53916.	ludmila	       98	     0.64
 53917.	luxor	       98	     0.64
 53918.	maine 	       98	     0.64
 53919.	maldecía 	       98	     0.64
 53920.	mali	       98	     0.64
 53921.	manifestadas 	       98	     0.64
 53922.	maquillajes	       98	     0.64
 53923.	mariátegui	       98	     0.64
 53924.	maris	       98	     0.64
 53925.	mascarón  	       98	     0.64
 53926.	mediando 	       98	     0.64
 53927.	mentada 	       98	     0.64
 53928.	mexicanidad 	       98	     0.64
 53929.	mezquindades  	       98	     0.64
 53930.	microbús 	       98	     0.64
 53931.	modificarla	       98	     0.64
 53932.	molar	       98	     0.64
 53933.	monocolor 	       98	     0.64
 53934.	montjuich	       98	     0.64
 53935.	moretti	       98	     0.64
 53936.	morte 	       98	     0.64
 53937.	motiv	       98	     0.64
 53938.	multado 	       98	     0.64
 53939.	multitudinarios	       98	     0.64
 53940.	mundanas  	       98	     0.64
 53941.	mvr	       98	     0.64
 53942.	nadaba 	       98	     0.64
 53943.	narcolepsia	       98	     0.64
 53944.	nebraska 	       98	     0.64
 53945.	necrológica	       98	     0.64
 53946.	neonazi 	       98	     0.64
 53947.	neuróticas	       98	     0.64
 53948.	obligarme	       98	     0.64
 53949.	observara	       98	     0.64
 53950.	obstaculizado	       98	     0.64
 53951.	ofreciéndose	       98	     0.64
 53952.	olvídalo	       98	     0.64
 53953.	olvidarte	       98	     0.64
 53954.	oquedades  	       98	     0.64
 53955.	orín	       98	     0.64
 53956.	oscense 	       98	     0.64
 53957.	pactan 	       98	     0.64
 53958.	pandereta 	       98	     0.64
 53959.	pánfilo	       98	     0.64
 53960.	pedalada 	       98	     0.64
 53961.	pedigrí	       98	     0.64
 53962.	pensarás 	       98	     0.64
 53963.	percaté	       98	     0.64
 53964.	perdonarme 	       98	     0.64
 53965.	perelló	       98	     0.64
 53966.	perforada	       98	     0.64
 53967.	permanecimos  	       98	     0.64
 53968.	perrita	       98	     0.64
 53969.	pescó 	       98	     0.64
 53970.	pinchado 	       98	     0.64
 53971.	plateros	       98	     0.64
 53972.	pollitos	       98	     0.64
 53973.	poquitín	       98	     0.64
 53974.	preparara	       98	     0.64
 53975.	presionaba 	       98	     0.64
 53976.	profirió	       98	     0.64
 53977.	pronunciaban 	       98	     0.64
 53978.	propagarse 	       98	     0.64
 53979.	psicosomáticos 	       98	     0.64
 53980.	puc 	       98	     0.64
 53981.	puela	       98	     0.64
 53982.	pulsional	       98	     0.64
 53983.	puridad	       98	     0.64
 53984.	pylori	       98	     0.64
 53985.	quilombo 	       98	     0.64
 53986.	rapé	       98	     0.64
 53987.	raptos	       98	     0.64
 53988.	recuperable	       98	     0.64
 53989.	redistribuir	       98	     0.64
 53990.	reelaboración	       98	     0.64
 53991.	registrador	       98	     0.64
 53992.	reims	       98	     0.64
 53993.	rejones	       98	     0.64
 53994.	remedando  	       98	     0.64
 53995.	renombrados  	       98	     0.64
 53996.	repique	       98	     0.64
 53997.	rescatan	       98	     0.64
 53998.	restado	       98	     0.64
 53999.	revoloteaban	       98	     0.64
 54000.	revuelven	       98	     0.64
 54001.	romeros 	       98	     0.64
 54002.	rua	       98	     0.64
 54003.	rubéola	       98	     0.64
 54004.	sacrílego	       98	     0.64
 54005.	salaverry	       98	     0.64
 54006.	salou	       98	     0.64
 54007.	sants	       98	     0.64
 54008.	save	       98	     0.64
 54009.	schrödinger	       98	     0.64
 54010.	seducida 	       98	     0.64
 54011.	segregar	       98	     0.64
 54012.	selvático	       98	     0.64
 54013.	senectud 	       98	     0.64
 54014.	sensibilizados	       98	     0.64
 54015.	shane 	       98	     0.64
 54016.	sil	       98	     0.64
 54017.	sillares	       98	     0.64
 54018.	síncope 	       98	     0.64
 54019.	société	       98	     0.64
 54020.	sodomía 	       98	     0.64
 54021.	sospeche 	       98	     0.64
 54022.	spinetta	       98	     0.64
 54023.	supersticiosa	       98	     0.64
 54024.	supino	       98	     0.64
 54025.	surgieran	       98	     0.64
 54026.	sustentarse	       98	     0.64
 54027.	sutherland	       98	     0.64
 54028.	taburetes	       98	     0.64
 54029.	taipei	       98	     0.64
 54030.	talego	       98	     0.64
 54031.	tarareando	       98	     0.64
 54032.	tarrasa	       98	     0.64
 54033.	telémaco 	       98	     0.64
 54034.	thor	       98	     0.64
 54035.	tildado	       98	     0.64
 54036.	timina	       98	     0.64
 54037.	tobar	       98	     0.64
 54038.	torniquete	       98	     0.64
 54039.	trabajosa	       98	     0.64
 54040.	tragicomedia	       98	     0.64
 54041.	trail	       98	     0.64
 54042.	trasladarla	       98	     0.64
 54043.	trompadas 	       98	     0.64
 54044.	urgell	       98	     0.64
 54045.	vaciaba	       98	     0.64
 54046.	valdivielso	       98	     0.64
 54047.	valedero	       98	     0.64
 54048.	vandálicos	       98	     0.64
 54049.	vegetarianismo	       98	     0.64
 54050.	vernáculo	       98	     0.64
 54051.	vilaró	       98	     0.64
 54052.	vírica	       98	     0.64
 54053.	voltereta	       98	     0.64
 54054.	vph	       98	     0.64
 54055.	win	       98	     0.64
 54056.	zócalos 	       98	     0.64
 54057.	ábsides 	       97	     0.63
 54058.	acabarás 	       97	     0.63
 54059.	acerques 	       97	     0.63
 54060.	acojan	       97	     0.63
 54061.	acortando 	       97	     0.63
 54062.	acostamos  	       97	     0.63
 54063.	acuérdese 	       97	     0.63
 54064.	adentraba 	       97	     0.63
 54065.	adentramos 	       97	     0.63
 54066.	aee 	       97	     0.63
 54067.	afectivamente	       97	     0.63
 54068.	afianzado	       97	     0.63
 54069.	agregándole 	       97	     0.63
 54070.	aguadilla	       97	     0.63
 54071.	alharaca	       97	     0.63
 54072.	altanera	       97	     0.63
 54073.	amasa  	       97	     0.63
 54074.	amazónico  	       97	     0.63
 54075.	aniceta	       97	     0.63
 54076.	ansiolíticos	       97	     0.63
 54077.	anticlericalismo	       97	     0.63
 54078.	aparejos	       97	     0.63
 54079.	apilados	       97	     0.63
 54080.	aprenderán 	       97	     0.63
 54081.	ardientemente 	       97	     0.63
 54082.	areniscas	       97	     0.63
 54083.	arg	       97	     0.63
 54084.	argueta	       97	     0.63
 54085.	arguyó 	       97	     0.63
 54086.	armenta 	       97	     0.63
 54087.	arosa	       97	     0.63
 54088.	aseguré 	       97	     0.63
 54089.	aseos 	       97	     0.63
 54090.	asestar	       97	     0.63
 54091.	asni	       97	     0.63
 54092.	astucias	       97	     0.63
 54093.	asturianas	       97	     0.63
 54094.	astutamente 	       97	     0.63
 54095.	atravesé	       97	     0.63
 54096.	aureliano	       97	     0.63
 54097.	autorretratos	       97	     0.63
 54098.	azotaba 	       97	     0.63
 54099.	báculo	       97	     0.63
 54100.	baqueira	       97	     0.63
 54101.	belo	       97	     0.63
 54102.	berlinguer	       97	     0.63
 54103.	bois	       97	     0.63
 54104.	bosteza 	       97	     0.63
 54105.	bracho 	       97	     0.63
 54106.	braza	       97	     0.63
 54107.	briznas	       97	     0.63
 54108.	brut	       97	     0.63
 54109.	burgalesa	       97	     0.63
 54110.	cabalgaba 	       97	     0.63
 54111.	cafetín	       97	     0.63
 54112.	calculador	       97	     0.63
 54113.	califato	       97	     0.63
 54114.	cambiarlos 	       97	     0.63
 54115.	campea  	       97	     0.63
 54116.	canterbury	       97	     0.63
 54117.	caparazones 	       97	     0.63
 54118.	caraqueños 	       97	     0.63
 54119.	carnaza 	       97	     0.63
 54120.	catilebo	       97	     0.63
 54121.	centraban 	       97	     0.63
 54122.	ceres	       97	     0.63
 54123.	chardonnay 	       97	     0.63
 54124.	charlaba	       97	     0.63
 54125.	chauchas 	       97	     0.63
 54126.	circulaciones	       97	     0.63
 54127.	comadres  	       97	     0.63
 54128.	compartí	       97	     0.63
 54129.	compensadas   	       97	     0.63
 54130.	computacionales 	       97	     0.63
 54131.	conjeturar	       97	     0.63
 54132.	consolas 	       97	     0.63
 54133.	conspiran	       97	     0.63
 54134.	constructivista	       97	     0.63
 54135.	contentas 	       97	     0.63
 54136.	contestaban 	       97	     0.63
 54137.	continencia	       97	     0.63
 54138.	contrate	       97	     0.63
 54139.	copado 	       97	     0.63
 54140.	coparticipación	       97	     0.63
 54141.	corregirlo	       97	     0.63
 54142.	cotizaba	       97	     0.63
 54143.	cultivable	       97	     0.63
 54144.	dadme  	       97	     0.63
 54145.	dantesco 	       97	     0.63
 54146.	dax 	       97	     0.63
 54147.	deplora	       97	     0.63
 54148.	descendemos   	       97	     0.63
 54149.	desestimada 	       97	     0.63
 54150.	desmaya  	       97	     0.63
 54151.	desmesurados  	       97	     0.63
 54152.	dialécticos	       97	     0.63
 54153.	dirigiría	       97	     0.63
 54154.	dis	       97	     0.63
 54155.	discapacitadas 	       97	     0.63
 54156.	díscolo	       97	     0.63
 54157.	distinguirlo	       97	     0.63
 54158.	distraen	       97	     0.63
